fid,display_name,verified_addresses,casts_count
193187,yayoi,['0x84aa1655d1f3f3e437fdacf0f957176baffc9869'],2
21101,Jon,[],2
989,Henry Hirshland,"['0xba88168abd7e9d53a03be6ec63f6ed30d466c451', '0xba88168abd7e9d53a03be6ec63f6ed30d466c451']",2
193107,NEFT1,['0x779a391503dde0e30ba4e4a9bc17955ecf79fccb'],2
188391,Ihor.eth,"['0x0bfd9b9b7ccb4bacfc49f465eea5ef899a6193e0', '0x0bfd9b9b7ccb4bacfc49f465eea5ef899a6193e0', '0x0bfd9b9b7ccb4bacfc49f465eea5ef899a6193e0', '0x0bfd9b9b7ccb4bacfc49f465eea5ef899a6193e0']",2
3435,Tarun Sachdeva,['0xb3d1a413968f7133ef644e720f74e216090c51a8'],2
188079,Berne,['0xdbf2268846fa7e6c850bcb206bef3df6613766f7'],2
2103,elon,['0x2fa856d3a79fabff523344cbe987c9e2ba5f8879'],2
201237,Danylo ,['0x5acbf5f4c9a9cbcc7402222009be8ff722ba407c'],2
8801,0xRob 🛡️,['0x5f80fa8a11fcab25bc4837f0009737d5e9ca9f3e'],2
18586,links,['0x74fa01a5d0ef8039f1e14f4d4c8f90e8602e07b4'],2
3096,Fern Gouveia,['0x0f9fa23209cb434b213fefd1c72a58408e216580'],2
23356,Mario Kondo,['0x6f208b191a80f57a4cc8574ee6b1e57ddc6d1289'],2
10597,Sai Tamaki,"['0xf0064b47d952a91df4dafba3ec5e42606de5daa2', '0x182a414a433b0129ea639c2d24d21d4cf6a6c0ae']",2
194194,gloria194,[],2
1743,nat.eth,"['0x2d89cc4e013db2908b877c51d39ff63982761c96', '0x9026cc268eec39a0f38b06568a229a03fda07706']",2
210849,Josh,['0x78ddbd2fb330213a07dce803b930b17cb6070bdb'],2
20775,Aradio,"['0xe01dddfb490726df1fc3a62ab627f05ce673c586', '0xe01dddfb490726df1fc3a62ab627f05ce673c586', '0xe01dddfb490726df1fc3a62ab627f05ce673c586', '0xe01dddfb490726df1fc3a62ab627f05ce673c586', '0xe01dddfb490726df1fc3a62ab627f05ce673c586']",2
21417,Rue,"['0x89e22e1912d840bb61e315f0dd6c7610801dfe58', '0x89e22e1912d840bb61e315f0dd6c7610801dfe58', '0xb3595935b3852d7ed8499c639d484c964fef0826']",2
191678,Ismail Malik ,[],2
19465,derangedC0mpound,"['0x5d6ee9493455ec1c2528357f90603b6f64a86765', '0x4e6cf04255d03a5d093138b8281c53d14a1878f1']",2
15472,Neko-san,"['0x30bcccbe1be066d6daafa56f4c199b9165729fcb', '0xf3940eb383853d364f82b76f5d513fef73b06e0f']",1
193158,Bryan,['0x88d9b709ddd27dd1dd1c761352e52a1c96bc78e7'],1
16841,Prutopia,['0xaa7b0ccb69e2be14a2b19c3d265e5cc2f18b1200'],1
188757,Le Hoai,"['0x6ba5128b136ca8414589b712c42a18935061c529', '0x6ba5128b136ca8414589b712c42a18935061c529', '0x6ba5128b136ca8414589b712c42a18935061c529', '0x6ba5128b136ca8414589b712c42a18935061c529']",1
189,abram,['0xeb78334dfde3afbc2b904f06153f59cc80ee07fa'],1
13203,Tomi,['0x13d9ae721b039421d697090136486ae75b9991a8'],1
7868,Greg,[],1
195117,JacqueC,['0x20da700ea03e9fe8bf3409d6f66105184aefb2fc'],1
194122,Candy79,"['0xb2630982a8a05ae9a0154bad2f7549c84698870d', '0xb2630982a8a05ae9a0154bad2f7549c84698870d']",1
7909,JonnyRingo.eth ⚰️,['0xb386c139442a81a482424f11214e70625a2c7109'],1
18041,Olúwabánkọ́lé Gideon,['0xe3996f0e6c729caaef1f38b619ecd32127811bce'],1
194278,,[],1
191402,Daniel,[],1
190913,vquyss,"['0x3210fc9d44498432eb3dbee5ce469e419bcc2d2c', '0x3210fc9d44498432eb3dbee5ce469e419bcc2d2c']",1
191345,CoinVerge,[],1
193091,hh,[],1
193842,Ka Ka Rotto,[],1
194490,Cậu Bảo,['0x08d7bbab0eb5455709b74fa6c874331fdf97b7b2'],1
2349,tylerpixel — e/acc,['0xe7279b858193df08bffaf10cae8fa5166941a444'],1
19697,travenesia,['0xa49cee842116a89299a721d831bcf0511e8f6a15'],1
23905,Gum,"['0xf08c0018ebd0fa8842f68986abc44accba56e462', '0xf08c0018ebd0fa8842f68986abc44accba56e462']",1
189861,malagaball,['0xe2652c48d34f5694a8738aa3e5046ffdf1c2dc1b'],1
9802,RecklessPickle,['0xc62cddc27ae3a5719d15e164d7d3fe5f257f2617'],1
206784,Andrews Thomas,"['0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a', '0x93d01a76f97e39e8041c2baac11787f93414da4a']",1
199396,Matthew Karsten,[],1
23439,Weso,[],1
12783,Daniel Tehrani,"['0x400ea6522867456e988235675b9cb5b1cf5b79c8', '0x1eff47bc3a10a45d4b230b5d10e37751fe6aa718']",1
188911,Coinnepal,[],1
190305,611,[],1
208873,0xinsomnia,['0x914b261cc6e2230738f31845b748d97d938a1360'],1
1298,Jack Yeh,['0x100f41e69f90119bb141fa7859839537374e4f28'],1
189620,zkleo.eth,['0xe605c1aa7bf0f08a3138dbe65dd6af9ce315ac76'],1
12536,Etheus,['0xebcff958fc89e6af35cad7dde45d75b877be36a5'],1
195197,zackshinai,['0x5d6ddbb7252681c0203e375284f202cf1ede8eee'],1
192467,DeFi Huyz,['0xb6efa2ea408c563a8bdaf9ffdc5115ff5eb0e3e6'],1
194492,taiji,"['0x7ac036e682899b33b055859336c823f6da4470d4', '0xd2c765103f0eae65688d637fe2b81286b1912fee', '0x7ac036e682899b33b055859336c823f6da4470d4']",1
13006,mono,['0x560ddbb5ccaf91d27e91f0e7c0fa099e7ee179e6'],1
193306,Belman,[],1
24228,Evgeniy S,['0xada7673b48d656a87cad01bcbafe6b1ee6d621ed'],1
191738,Sharon,['0x13ab14d6ac0e4712ccbd4473ef402bce9b3022dd'],1
193602,faker,[],1
6250,detoo,"['0xddf48f62e07c2e9f689ae903255d090e9bb9d725', '0xf527e276b83c96ca7dfcb293b7350b3c0fe628ed', '0xddf48f62e07c2e9f689ae903255d090e9bb9d725']",1
1062,𝙿𝚄𝙽𝙺 🫧,['0xe638cb3fa853622b2824cbdab3c27b06e8049651'],1
23177,Angela,[],1
195965,3P,['0x995906763b3f31da96d22771fcbf1dfa6e4b33bb'],1
18159,Bunbun1211.eth,['0xb2b9300475af157676c44ee64d39a5eb3c294dbd'],1
192334,tung vu,['0x22a6533f2b0a4bc1ca813f265919af3fa7ac5a28'],1
18530,Stillmee,"['0x73fa019c419ccea5cd1b7f79c8d161954b73fcdf', '0x73fa019c419ccea5cd1b7f79c8d161954b73fcdf']",1
20292,junkyahd,['0xe74fcfa5c7e5c39fb3e10a8279f78f557cf49ab7'],1
208523,Freeze,"['0x2ff705dd6804f166e1e4e98fe9eb59c29959c7df', '0x2ff705dd6804f166e1e4e98fe9eb59c29959c7df']",1
8438,Toasterboyz,['0xe876275e5e1a77e0de4006e5d9b85b33621d1442'],1
204419,Ehco,['0x2068673237fafbe3f1f7fde3d11e0c22da42e3d7'],1
191516,NCD- Simple Investment,"['0x4b63f8e63fecc19039a7eaf8ffcfe817fc806e63', '0x4b63f8e63fecc19039a7eaf8ffcfe817fc806e63']",1
177283,Mirza Kuchak Khan,[],1
191826,John Wick,"['0xa0e03cf4620f8baa6147c9735e8cf61174d20cb4', '0xa0e03cf4620f8baa6147c9735e8cf61174d20cb4', '0x67b83e891b736f58162258391540036da4622a8a']",1
210576,Stacey Whitelow,[],1
195292,Threes,['0xad0555fa6ade2d8460a9e9fe6df6a71bce1f915a'],1
9815,LanaLing,['0xda675a9888e16595c66c6c1da684df4e26f8ab69'],1
189762,Kenobi,"['0x25e58696fbc8eb88301ee06a57f77d9f0715ec97', '0x25e58696fbc8eb88301ee06a57f77d9f0715ec97']",1
192890,ANewLife,[],1
208491,Tialt,[],1
210543,Ajith,[],1
190350,KumaSanki.eth☂熊太先森,['0x46b97d1cdd9b67322b0eae602653944a723c1f3d'],1
21665,0xJF3,['0x365d622b778234c5add193580d9099facfcf5ca7'],1
17330,z,['0x0e2736214fdc16dc49b264fe17eb62d22404b7c0'],1
2073,MOΞ,['0x5f77dbc7686327d3bf6ec1887e5a3ada0ae60841'],1
194132,axeman,[],1
189574,Kadar,[],1
195647,Qtee,"['0xbb2d154ccb7f720d786b63ff03cd188b881e809c', '0xbb2d154ccb7f720d786b63ff03cd188b881e809c', '0xbb2d154ccb7f720d786b63ff03cd188b881e809c', '0xbb2d154ccb7f720d786b63ff03cd188b881e809c']",1
17283,Ghost ,"['0xc8270f556696636fc3c11836d0a5fce8a1ea095e', '0x84a43fe766b0250e19eae4ff5522946a3fae5601']",1
14539,Sandman,['0xbcdea45b05f32b41ce8bb3fa361e8d5bbd77d143'],1
195228,Hapi,[],1
10172,Sanzhi,['0x74147aef4cfa989fed3372a7008d29b001694307'],1
197277,Cody Johnson,[],1
5952,Carter | 🏳️‍🌈,"['0x5a084aaef5eddd9195f28f6fe056785e01f210eb', '0xa9e2f90028177688c840d4e5dce3279cc957a8ea']",1
193789,terxsjqbco,[],1
200434,Wassim AZZOUZI,"['0x6fd45b5241fd1f4fd26e7349747e4747eb2ccd23', '0x6fd45b5241fd1f4fd26e7349747e4747eb2ccd23', '0x6fd45b5241fd1f4fd26e7349747e4747eb2ccd23']",1
199245,Sakal,[],1
196842,erik,['0xca2a103d970c0b727812cd67c95cb22f391e7cd1'],1
12431,dale dobeck,['0x12289b133f5e15428e3766cf837264025d9b55f6'],1
20559,Doug Pffff,['0x4f7d469a5237bd5feae5a3d852eea4b65e06aad1'],1
194222,sillybilly,['0x607d2381afecbd80c4ad5cce8059205c2a297966'],1
17881,m4rio,[],1
6112,Ashira,['0x5faa31ea9a79a8e4fa391de7cae5adc9b4b02833'],1
10862,Edward Tay,['0x38430336153468dcf36af5cea7d6bc472425633a'],1
4290,Rish,['0xc86f7ccee8aad2efc0b25759aa153d5220d341ec'],1
24104,hs,[],1
16778,Kiyohararin,['0xb804d0a16870e2ff870935e336733bc7fbe65beb'],1
192870,lanmeixu123,[],1
195667,Harry,['0x877b37d3e5467b4aae7687dd3480a46c8d3e16be'],1
196561,khmerxbt,"['0x69c17616db84327978a80c45ae565d0b0bfa25b9', '0xdf0eb1e4480e9aa00f7c16994ecf0dedde17c024', '0x69c17616db84327978a80c45ae565d0b0bfa25b9']",1
192847,emin.pdf,[],1
193669,lumaomao21,[],1
192528,.,[],1
5016,Stas,['0x892ff98a46e5bd141e2d12618f4b2fe6284debac'],1
6878,Mayank 🗯️,['0xc3902d565bbcb20e6e947b9657df3b0a56875585'],1
23656,tenxun,[],1
193884,"jovian {.eth, .lens, .stark}🎄",['0x8685daf001e53c859d5720a66e61dd774353b950'],1
192982,euphoniousCity,[],1
22023,,[],1
192343,0xpolymath,[],1
6703,kiyo,['0x298523faa843ca40e83b7934170ca874a4fa1b04'],1
11866,SydneyJason,['0xd958bbefb7513b083a74962e49f759745f36b008'],1
20196,Chun-Li,"['0x268884fd17c3f13c85053648a9f95dcb0bb8af2e', '0xadf3bcd2d19209feaa288fcd0bee97cf5987af5e']",1
18167,News Caster,['0xfab61bc810051f3c15f1fd1172e25fc634b25555'],1
192539,yougogirl.eth,"['0x90f64e01ffae16490aefe03c8ed7dab6c66198c3', '0x90f64e01ffae16490aefe03c8ed7dab6c66198c3']",1
190308,ant,['0x0cbe6434b754469ef89f7e3763fc2991979b8316'],1
194286,Rosmari | Optimystics,[],1
14241,Apoorv Lathey,['0x63a556c75443b176b5a4078e929e38beb37a1ff2'],1
5729,Stephen Reid,"['0x72e1638bd8cd371bfb04cf665b749a0e4ae38324', '0x8d72a9bebbd5160fbd61e57bcca7810b9f2d1d86']",1
6752,fuck,['0x3645213ad22caa3ac282dff904c9e23ed0513afa'],1
189730,blond,[],1
195355,Eliza,[],1
191288,Dion,['0x51df5de5a9e30c14fd88d34013081452ef893aa4'],1
23074,Le Filmopathe,['0x4c47ab777f1f64d1f3d6efbf1cc7ab5a5224af4a'],1
19728,zkcat.eth 🦇🔊,['0x912e804e16f7ef6a3eddf2f7c5bcb38d2a2c5e43'],1
200315,Alexandre Got,[],1
3492,will collier,[],1
189775,Kyle,[],1
194212,theshy,[],1
188719,GameFi @ Planetarium,['0x005562e32173940aaaa5d1525ba42b2ed0bd1742'],1
7540,Vijeth,['0xe3af5e379de1edc7bbdd46e607cf1a010cd2ccd0'],1
210673,trajectory ,[],1
20811,frota 💀 frotograf.eth,['0xd01559bb03cc83d4661193b513e5a083ad0cc8cf'],1
194092,Thanh,['0xdccf29fa0f10922f6284441193b0192d361101d4'],1
194230,xiaogao,[],1
23284,Feli9x,['0x17b4081fe300d04cdf00c643b2d00bbf7a9f432b'],1
191205,Kaido,['0x2d7581dcfbc0bce64e2f45b0cdc601ba9c7ae158'],1
18989,Joseph Maggio 🌊 🫶,"['0x7ecdf3fd56d3b9f512fa70a68734ce871e36be96', '0x7ecdf3fd56d3b9f512fa70a68734ce871e36be96', '0x7ecdf3fd56d3b9f512fa70a68734ce871e36be96']",1
11827,Brandon,['0x29b482446dd1b84b356cb65916d2695992f7bea4'],1
15934,Ska,['0xd91613333480222fd60bcdfc9a2ef9886d7e83a4'],1
21205,0xrss,['0x09e41208fe29f8bcf63f2811f48122d1bdffbda7'],1
14050,kamil,"['0x869ef15ade5a7024bda53a069bf49687ba272700', '0x869ef15ade5a7024bda53a069bf49687ba272700']",1
3759,pipilu,['0x4c55c41bd839b3552fb2abecacfdf4a5d2879cb9'],1
195414,d3rwisj,['0xeb0e6ecd0e78b0a84ecd9663a041f453c454a99d'],1
194116,monkeybunny,[],1
788,emre — parabol.fi,['0x317bc38b66566566529c41462ba774f489b4a63f'],1
191290,wilsony.eth,[],1
200949,Mohamed,"['0xa06313af7d00dd6a2a724bf28d101ed5477ad2f1', '0xa06313af7d00dd6a2a724bf28d101ed5477ad2f1', '0xa06313af7d00dd6a2a724bf28d101ed5477ad2f1', '0xa06313af7d00dd6a2a724bf28d101ed5477ad2f1']",1
17459,0xparsa,['0xc16796d58d8f6366b25d2fa99dceec4300bd6a64'],1
188261,dncris,"['0x3252ecefa833de1ad08daa98c20236623d0113b4', '0x3252ecefa833de1ad08daa98c20236623d0113b4', '0x3252ecefa833de1ad08daa98c20236623d0113b4']",1
198067,Iliyan,[],1
324,ST,['0x744c28e52dbe6af8e68937d006323ee2b514ad4a'],1
13784,Keywan🟪,"['0x015706079e0c488e8014d775dda4489327e9eb4a', '0x76e601263309d8cb4e007fca2ff1cfa4818a85e6']",1
16567,Karo K,['0xbc3701dc3b342fc9e9bfa92b0aee6f3cbc468de2'],1
23329,TokenTrack.co,"['0xcf63675a9211d835acae23478c2c988d1bca9f2e', '0xcf63675a9211d835acae23478c2c988d1bca9f2e', '0xcf63675a9211d835acae23478c2c988d1bca9f2e']",1
5309,Ferran,['0xf3b06b503652a5e075d423f97056dfde0c4b066f'],1
188718,Junko Kimura,['0x00f619293d77303ce40683c921d1604abdbd39a5'],1
7258,elle,"['0xd91c8fe4ce51e400cee8a4ad49b774e7f2668200', '0xe12e2bdfb39eecc25270ed301a1d66bfd60b7969']",1
193764,Garcia,[],1
189083,Lukas Nguyen,['0x25954b95ea02df586e07688de9543eea5bae31d7'],1
3013,Nandit Mehra,['0x29b1d432a40f40f5418da2d4abf740e5e491629b'],1
6791,SonOfMosiah,"['0x54409ddadb011ee6e62a5011deb87ce54f314530', '0xbf7bf3d445aec7b0c357163d5594db8ca7c12d31', '0xd6451958cfefd7ee2de840ab2ba55039702c8bd1']",1
187961,kripcat.eth,['0x979836a41dfed4ff2b26760795287f5e513cd625'],1
194000,,[],1
14675,Crypto,['0x426aab28b85c12d35b0acdc9e58847b222066827'],1
187822,🍠+🥔=?,['0x9be0871ed7fb016028e92aabc4a652dab60b1626'],1
193606,hetaolizi,[],1
194044,turbooo,[],1
192662,satoshi,['0xdcf2e283eb15d251f3f6a961860e3cf5abd9b00e'],1
188737,Thanh Tung,"['0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea', '0xde5b3d22699a5777d8c4d934e3ff6a75056f66ea']",1
194395,nollie,['0xf637978800670ba2a978501d86f73442e108f946'],1
198926,Kamil Masztalerz,['0x9d3af94f42c1d2d7c096fd4bd478f5a5de5c34f6'],1
22042,web3.0,[],1
11755,Danyang,['0xe4e076ec8c75afea19a8ae686104d3a819ce8bd5'],1
19469,Nick,[],1
2950,mulf,['0x75a6085bbc25665b6891ea94475e6120897ba90b'],1
188723,woody,['0xdea752383f9b7906496e2ae5f33d66fe11a0b630'],1
22630,kaniyarou2002jp,['0x505b8c663b7b249a56e855b254d9a92b6536206b'],1
208939,Brandon Rosario,"['0x98b7cf89e52f416e5e45f98f43caea948e9b8e62', '0x98b7cf89e52f416e5e45f98f43caea948e9b8e62', '0x98b7cf89e52f416e5e45f98f43caea948e9b8e62', '0xf61a3c13218805a44aafaa8d1ac4a8da972efd37', '0xf61a3c13218805a44aafaa8d1ac4a8da972efd37']",1
6347,Luiz Ramalho,"['0xc92c9726743f9e831788049b63f2c6b7573ff504', '0xc92c9726743f9e831788049b63f2c6b7573ff504', '0xc92c9726743f9e831788049b63f2c6b7573ff504', '0x9e751d14eebc4347630242797bb31c65a29c7642']",1
194405,Acousticzpk ,['0x9cfcb07aee83c6817295af28f0124f06d38e5372'],1
15953,amnnd84,"['0x0ebaece724cbf96413b69a1115cedbee06ccf4d2', '0x54072df3e76b5f05e1cedf7550ac7cdbac3980af']",1
188286,DonTGQ,['0x09afae795b359c2d23ee40151b9635a3d310623f'],1
193735,szehang,[],1
429,czar,['0x1bccc3dc32d6977ca14beff7a2130f578620cdb3'],1
195696,Bradvani ,['0x1d383c0110c842180b39a7e4fd43cf4f8df136e0'],1
193599,swanlake,[],1
192850,junhao0710,[],1
192946,good luck,[],1
14626,urban,['0x32b1172e786a31a65b46710cd946b2521e13ac96'],1
21119,Alexito,[],1
7326,Holder,['0x437316b9a71e183d4097409438c5f8a8f27c0f33'],1
192429,0xveins.eth,['0xcac4cfa43415e690c09649053f7d096598c66573'],1
195225,Mae,[],1
3584,Deniz 🧿,['0x14b85b1c40056312fde55e1fa1827a92f12b966a'],1
200197,Álvaro ,['0xb2e98ad8913e09e4347960367ea78d482f1f8371'],1
485,Doug Binder,['0x5e40eff9ff5f86384fc53598d7b3c4db26c2a62c'],1
21302,Tob,"['0x5da68351bd082abda73e42ac981db51d9364fe69', '0x5da68351bd082abda73e42ac981db51d9364fe69', '0x5da68351bd082abda73e42ac981db51d9364fe69', '0x5da68351bd082abda73e42ac981db51d9364fe69']",1
196635,khmer,[],1
188190,9995,[],1
21950,Osaka,['0x63543f9c35d6eecde97ab3f3af8678fb4ef65397'],1
194280,langlang119-2,[],1
201786,Laszlo Biro,[],1
2209,Danish A.,['0x174a33ecaf4f4b52cf05274392ea0c9c91c7980d'],1
191840,Minahoang,['0xcd3ec7828e349971345be4f78e4165c2796883a8'],1
190067,Andrei,['0xf759b83ea2f93641b6ede84376e8874db39a229e'],1
21866,rafagrassetti,[],1
6701,AlicΞ.stark,['0xc006850bf52d262ffca508d2a7479c6e2119b898'],1
23619,,[],1
191861,Jack,['0x81e877dd467f65b79aff559a8fafed6e95f01ad8'],1
193971,Melody,['0xd6e04f304a0156bdab9c3f069b9091aa4dd7ba3e'],1
195864,C,['0xe7e2d654434f505ae6a40f723d5cfb3b40feb8da'],1
210476,JonnieSparkles,[],1
190522,iravi :xo,[],1
17102,Star,['0x8295c7d69e1868310acc1b8789094ec7f23a4bb4'],1
195525,ninigi,"['0x6bc9945b9b48ff723144dddb5c7914089876a5b3', '0x6bc9945b9b48ff723144dddb5c7914089876a5b3', '0x6bc9945b9b48ff723144dddb5c7914089876a5b3', '0x6bc9945b9b48ff723144dddb5c7914089876a5b3', '0x6bc9945b9b48ff723144dddb5c7914089876a5b3']",1
187886,Phan Trong Khanh,['0x321ec5e17f0de3baa3263ab88c106aa5f810296c'],1
192793,Claudia Richoux,[],1
190039,,[],1
195853,hungcc,['0xbb9aee16799b5b1ca12f5fc75b9b20949fcd69fd'],1
189940,Jan,"['0x2f9bd5877806257e38ccf67e4337da1732815d40', '0x2f9bd5877806257e38ccf67e4337da1732815d40']",1
188770,Menno,[],1
188123,xJupitar,['0x5c127ccdd428ac57a1fff2ec4bc1cd00dbbc9eed'],1
192264,Truong,['0x22fe97f7c8e0189f54d56288e667d1e6e28b7175'],1
20271,Cointelegraph,"['0x0332b3c11e679c4933663c63658d520222654397', '0x0332b3c11e679c4933663c63658d520222654397']",1
191123,My CRYPTO Journey ↗️,['0xe040fd0ad1e74b1871bf0418a7fdc50947af245d'],1
7546,soulninja,['0x9503c1a5440f92190fe9035b01bf8d5159ea106f'],1
196165,lily,[],1
193318,Jens,[],1
192499,Tqhoa,"['0xe7a9aaa12a68d4b39dbfdd79112320189e4cff25', '0xe7a9aaa12a68d4b39dbfdd79112320189e4cff25']",1
8730,Paul Berens,['0x2d86f58e2e0f068a1720d4508280df24991b044f'],1
195218,Buffett,[],1
20955,Pzoi,"['0xc1940d76e012a4d917d4564d85f07291255934db', '0xc1940d76e012a4d917d4564d85f07291255934db', '0x51adc9e994b4fee643906fbf2c25c1dc101191bc', '0xc1940d76e012a4d917d4564d85f07291255934db']",1
195802,Nguyenlanhuong,['0x1180125a8e255f9e64c35f17b08db59f54c151c1'],1
24077,bence,['0xbaa3b1cc281ccfe0aaba8c369d88fb3f11a9eaa9'],1
23301,shiyue,[],1
15560,Dan,['0xc1d51f0594cf70620ad19daecc01fbb2d40fd0ec'],1
189465,Richard Le,['0xc06f2873800e77294eaf7cec2fe655a17cc82741'],1
196959,RoutineHub,"['0xb2ab79891035724367fb8e5765d8e0dbd72e1930', '0xb2ab79891035724367fb8e5765d8e0dbd72e1930']",1
193719,web3-cast193719,[],1
13667,Mamad,"['0x909c016c3887a245b4153357c46ebf00b226a375', '0xbdc538477c4568eb40bc69002b6f1121e18e07ae', '0xbdc538477c4568eb40bc69002b6f1121e18e07ae']",1
189130,Davis,"['0x8cf318b78cc805cba2378e6de792747688b74a87', '0x8cf318b78cc805cba2378e6de792747688b74a87']",1
192961,heyidir1122,[],1
13229,Chris Biele,['0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa'],1
197716,Bryan,[],1
17080,Kartik,['0x52ba9a9f63ec54904c9b6e908b066be98f3db067'],1
22954,Ethereum On ARM,[],1
954,Michael,['0xbfd01361f7526749bd943733e9c425a4190fa1ce'],1
192336,Michael,[],1
2329,veekay,['0x947caf5ada865ace0c8de0ffd55de0c02e5f6b54'],1
23387,Open Dollar,[],1
15389,Juan,"['0x104abb6389cc4c9111514ed834d42d2c7414fc35', '0x104abb6389cc4c9111514ed834d42d2c7414fc35', '0x2c4d27cea753b41df99ad4b564656b09588a078a']",1
196149,Felirami,['0x281e6843cc18c8d58ee131309f788879f6c18d10'],1
199895,Rachel,"['0xac176b7d21f5896e01994149f9d52eb98a3a2004', '0xac176b7d21f5896e01994149f9d52eb98a3a2004', '0xac176b7d21f5896e01994149f9d52eb98a3a2004']",1
193104,MIKHRALI,[],1
198814,Kitt,[],1
189917,Ludov,[],1
192504,BassMann,['0x3c0dc362a2724bc576d66dd1ad150dc107a274f1'],1
194328,Janked,[],1
192211,Afam,[],1
13877,frogmonkee,['0xe71efd5865a42cb0f23146dc8e056dba4e67e9b7'],1
192942,Sky,[],1
21842,MetaDave,[],1
193946,yoshimo,['0x73064f6c1c5dad8d917782aec16ab564feb3c011'],1
23158,August ,['0xad42aeaf7c6cbef1c85c380c01b39ca5b49c9f45'],1
210538,Kei,['0xd8068f813c45c88cebb02cbc0f91f95626ec9a34'],1
714,Ryan Rodenbaugh,['0x99fba19112f221d0b44c9c22241f5e6b2db715f6'],1
204849,Melvin Diaz ,[],1
24106,Giang26,['0xd9701bf62e33dc2aa68b3a30c87401b62589ea53'],1
898,Sam Ragsdale,['0xb7430de9b4d8e5cdb951019d7651cd5fda630498'],1
191124,faker,['0x5a34c7b9f2d634895fc66fe27ce05624bc3a5b1a'],1
195833,Michael,[],1
23432,imbitcoin.eth,"['0x6e100a3d94ef3c96676ad42f0c28bb2ff99600c0', '0x6e100a3d94ef3c96676ad42f0c28bb2ff99600c0']",1
828,poolpreneur,['0x68d36dcbdd7bbf206e27134f28103abe7cf972df'],1
199532,Puff,"['0x78a975ac8e3beff5914a9a6f1c800b533eb5a245', '0x78a975ac8e3beff5914a9a6f1c800b533eb5a245']",1
4802,s3unha,['0x0b24a0a60085c9eb84317a14a4859288920a806b'],1
189297,trustycomerade.eth,"['0x89ac60141377a0fbd2b3ea201d2a2ffd7ec70689', '0xe34d5df6425d5a9fdff463a91eeeb4172d672c76']",1
193117,Noob,['0x95b0cb330519db2bcaf74b90c1bde3d62f673718'],1
48,Eddy Lazzarin 🟠,['0xeddeb70d30032f3c18e6bd13319c2363fd2b3ed6'],1
196028,Kiritoo,['0x83f27d55e738c0f2a687c2f36cd797db7c32d810'],1
196957,Max,['0xbaba775a0400a5e442335ceaa4820edb1ded8f73'],1
17507,cryptonomori,['0xcae4ccfe670f8c2a4999f9dfaf44625110fce9e5'],1
187969,Shanky Sachdev,[],1
2969,Deana,[],1
193381,Longthanhplastic,"['0x963b8c337e8182367c5ad83ab19cb799a09e91b9', '0x963b8c337e8182367c5ad83ab19cb799a09e91b9', '0x963b8c337e8182367c5ad83ab19cb799a09e91b9']",1
16948,SeaFlagCrypto,['0xb29006bb01f23fffc36b0dfc5c5b7d23e57ce729'],1
192462,Dr. Nguyen,[],1
10284,Gabby Vorbeck,"['0x5d5d1c3179addf4a598818421047ffa622052ef6', '0x5d5d1c3179addf4a598818421047ffa622052ef6', '0x5d5d1c3179addf4a598818421047ffa622052ef6', '0x5d5d1c3179addf4a598818421047ffa622052ef6']",1
193052,Johnson,[],1
11517,hotwater,['0x7389ec4fb686a16966f2975758e9f1b8345f5e63'],1
187965,cana,[],1
22256,spacestation09,['0x84105a6b45641a8e488e9795bff6bfcd385fc2fd'],1
23117,yennhp🖤,"['0x0f792e55668ad78476d4b563e6eb1228d636a71e', '0x0f792e55668ad78476d4b563e6eb1228d636a71e', '0x0f792e55668ad78476d4b563e6eb1228d636a71e', '0x0f792e55668ad78476d4b563e6eb1228d636a71e']",1
11696,Michael Paler,['0x07bd3b64f9f51fe1d5c79f81dfc0460fff305b0e'],1
188506,claim.atom,[],1
192141,fccxw,[],1
